source_id,source_label,profile_id,u_pos,u_pos_x,u_pos_y,spawn_region,approach_side,inside_convoy_envelope,suggested_label,actual_outcome_label,clearance_m,n_hits,unique_ships_hit,closest_any_ship_distance_m,closest_any_ship_id
curated_v4,Curated v4,VAE000024,"[183.95947265625, 5979.9638671875]",183.95947265625,5979.9638671875,port_vae,port,False,credible_hit_threat,credible_hit_threat,1865.698000251745,3,2,33.73518578134227,S40
curated_v4,Curated v4,VAE000025,"[-326.20770263671875, -4722.177734375]",-326.20770263671875,-4722.177734375,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,615.170688369112,1,1,63.1737427855184,S38
curated_v4,Curated v4,VAE000026,"[719.2633056640625, -5378.8740234375]",719.2633056640625,-5378.8740234375,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,1264.5168759472676,3,3,7.757695079020904,S05
curated_v4,Curated v4,VAE000028,"[-2196.64306640625, -1508.3424072265625]",-2196.64306640625,-1508.3424072265625,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1062.4792691248524,2,1,35.28698066062629,S18
curated_v4,Curated v4,VAE000030,"[-277.3194580078125, 5788.615234375]",-277.3194580078125,5788.615234375,port_vae,port,False,credible_hit_threat,credible_hit_threat,1674.5241187914892,4,1,2.444661352393061,S28
curated_v4,Curated v4,VAE000032,"[165.9160614013672, -2161.854736328125]",165.9160614013672,-2161.854736328125,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,584.7149662459127,4,3,26.905314691778887,S14
curated_v4,Curated v4,VAE000033,"[-61.965789794921875, 5584.11767578125]",-61.965789794921875,5584.11767578125,port_vae,port,False,credible_hit_threat,credible_hit_threat,1478.736417477397,4,1,4.533751102970781,S27
curated_v4,Curated v4,VAE000034,"[145.1832733154297, -5420.17626953125]",145.1832733154297,-5420.17626953125,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,1308.0388202748773,4,4,9.893940999054582,S10
curated_v4,Curated v4,VAE000035,"[244.68106079101562, -4392.38720703125]",244.68106079101562,-4392.38720703125,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,278.0526173650858,4,1,8.908100835225643,S22
curated_v4,Curated v4,VAE000036,"[3511.746826171875, 1880.1123046875]",3511.746826171875,1880.1123046875,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2422.7146531355947,4,2,6.595589024142792,S32
curated_v4,Curated v4,VAE000037,"[-1322.309326171875, -832.6956787109375]",-1322.309326171875,-832.6956787109375,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,567.9522004149969,2,1,8.060594833964831,S30
curated_v4,Curated v4,VAE000038,"[-1676.79052734375, 3158.781494140625]",-1676.79052734375,3158.781494140625,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,676.4911716748957,2,2,10.961333205215796,S32
curated_v4,Curated v4,VAE000039,"[251.7267303466797, -5320.6181640625]",251.7267303466797,-5320.6181640625,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,1206.0399207487237,4,1,14.385180484594773,S22
curated_v4,Curated v4,VAE000040,"[2722.107177734375, 2842.314453125]",2722.107177734375,2842.314453125,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,1582.2146357528397,4,2,10.301768414415282,S25
curated_v4,Curated v4,VAE000041,"[3391.633544921875, 256.51409912109375]",3391.633544921875,256.51409912109375,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2263.2172459566987,4,2,11.786379649645678,S24
curated_v4,Curated v4,VAE000044,"[311.33099365234375, 6177.81298828125]",311.33099365234375,6177.81298828125,port_vae,port,False,credible_hit_threat,credible_hit_threat,2064.671161983874,3,1,11.86670276626549,S28
curated_v4,Curated v4,VAE000045,"[-2621.15771484375, 382.9751281738281]",-2621.15771484375,382.9751281738281,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1526.9643672174727,1,1,8.291569223573402,S38
curated_v4,Curated v4,VAE000046,"[1451.61865234375, 3998.108154296875]",1451.61865234375,3998.108154296875,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,329.9431154427596,4,3,8.284649815580186,S03
curated_v4,Curated v4,VAE000047,"[-311.3861083984375, 5708.455078125]",-311.3861083984375,5708.455078125,port_vae,port,False,credible_hit_threat,credible_hit_threat,1595.8038876307326,3,1,7.582833821824348,S21
curated_v4,Curated v4,VAE000049,"[156.83522033691406, 5837.37451171875]",156.83522033691406,5837.37451171875,port_vae,port,False,credible_hit_threat,credible_hit_threat,1724.0687724169195,3,2,11.646814398733511,S34
curated_v4,Curated v4,VAE000050,"[3415.8447265625, 819.1738891601562]",3415.8447265625,819.1738891601562,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2339.0164084504836,4,2,6.701222439658885,S32
curated_v4,Curated v4,VAE000051,"[-655.6603393554688, -6212.34521484375]",-655.6603393554688,-6212.34521484375,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,2097.7617423000365,3,2,4.3470785183684795,S22
curated_v4,Curated v4,VAE000052,"[-2266.796875, 2585.10302734375]",-2266.796875,2585.10302734375,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1134.8630177351083,3,3,2.1275200021099443,S38
curated_v4,Curated v4,VAE000053,"[2296.677001953125, 1735.39306640625]",2296.677001953125,1735.39306640625,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,1209.675997943587,4,1,21.021168882643497,S17
curated_v4,Curated v4,VAE000054,"[3399.312744140625, -553.4033203125]",3399.312744140625,-553.4033203125,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2323.1879894456015,3,1,8.186381095717245,S26
curated_v4,Curated v4,VAE000055,"[454.1813049316406, 5490.87646484375]",454.1813049316406,5490.87646484375,port_vae,port,False,credible_hit_threat,credible_hit_threat,1394.443746528176,3,2,2.8028310568378747,S27
curated_v4,Curated v4,VAE000056,"[-2220.770263671875, -2819.80126953125]",-2220.770263671875,-2819.80126953125,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1080.48900769473,3,2,12.628057366082942,S10
curated_v4,Curated v4,VAE000057,"[-2125.86962890625, -5470.7431640625]",-2125.86962890625,-5470.7431640625,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,1674.6983524187679,3,2,9.266248727925403,S16
curated_v4,Curated v4,VAE000059,"[-1902.1708984375, -518.525634765625]",-1902.1708984375,-518.525634765625,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,919.3526455846501,3,2,7.587866824787051,S17
curated_v4,Curated v4,VAE000060,"[256.3059997558594, 5744.3740234375]",256.3059997558594,5744.3740234375,port_vae,port,False,credible_hit_threat,credible_hit_threat,1629.8095349717266,4,3,22.48035216181701,S33
curated_v4,Curated v4,VAE000061,"[666.2471923828125, 5445.7939453125]",666.2471923828125,5445.7939453125,port_vae,port,False,credible_hit_threat,credible_hit_threat,1331.137556657557,4,3,10.684344011467951,S26
curated_v4,Curated v4,VAE000062,"[2977.751953125, 4013.9873046875]",2977.751953125,4013.9873046875,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,1837.5195043950343,3,3,27.8344239206911,S11
curated_v4,Curated v4,VAE000063,"[585.3139038085938, 6084.3388671875]",585.3139038085938,6084.3388671875,port_vae,port,False,credible_hit_threat,credible_hit_threat,1972.1006071927497,4,2,2.593034573308578,S28
curated_v4,Curated v4,VAE000064,"[606.978515625, 293.16473388671875]",606.978515625,293.16473388671875,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,303.57599970015576,4,1,11.897164243302718,S03
curated_v4,Curated v4,VAE000067,"[1166.277587890625, 4645.275390625]",1166.277587890625,4645.275390625,port_vae,port,False,credible_hit_threat,credible_hit_threat,530.9858624829411,2,2,11.522933448144023,S10
curated_v4,Curated v4,VAE000068,"[213.77566528320312, -2410.398681640625]",213.77566528320312,-2410.398681640625,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,333.13132305673923,1,1,67.9227672674098,S23
curated_v4,Curated v4,VAE000069,"[386.51995849609375, 5480.197265625]",386.51995849609375,5480.197265625,port_vae,port,False,credible_hit_threat,credible_hit_threat,1374.4993293078164,1,1,16.992783276408215,S31
curated_v4,Curated v4,VAE000070,"[-149.53359985351562, -6436.0390625]",-149.53359985351562,-6436.0390625,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,2322.5852580493156,3,3,18.04828227555717,S25
curated_v4,Curated v4,VAE000071,"[3875.439208984375, -3027.6650390625]",3875.439208984375,-3027.6650390625,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2747.206652082072,3,2,1.6376512973705089,S03
curated_v4,Curated v4,VAE000072,"[3254.628173828125, -2957.5771484375]",3254.628173828125,-2957.5771484375,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2122.4822982246274,4,2,22.575569071134073,S11
curated_v4,Curated v4,VAE000073,"[-364.6383056640625, 3059.56640625]",-364.6383056640625,3059.56640625,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,344.37497529798685,4,1,3.4600456145642564,S23
curated_v4,Curated v4,VAE000074,"[-2314.9619140625, 3502.301513671875]",-2314.9619140625,3502.301513671875,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1322.364973737312,3,1,0.9935380269019107,S06
curated_v4,Curated v4,VAE000075,"[221.79299926757812, 5352.18115234375]",221.79299926757812,5352.18115234375,port_vae,port,False,credible_hit_threat,credible_hit_threat,1237.399875316997,4,2,6.825838176975556,S38
curated_v4,Curated v4,VAE000078,"[-2193.287109375, 4838.39599609375]",-2193.287109375,4838.39599609375,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1275.4192164469691,3,2,11.43455839533237,S26
curated_v4,Curated v4,VAE000079,"[-641.5259399414062, 1748.26513671875]",-641.5259399414062,1748.26513671875,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,379.2582465991038,1,1,40.110818741367524,S07
curated_v4,Curated v4,VAE000080,"[-1747.7685546875, -642.2407836914062]",-1747.7685546875,-642.2407836914062,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,882.1667807026964,4,2,16.163001106809126,S33
curated_v4,Curated v4,VAE000081,"[3438.75634765625, 2777.286865234375]",3438.75634765625,2777.286865234375,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2296.0093907006285,4,2,3.065449859421211,S19
curated_v4,Curated v4,VAE000082,"[-2078.993896484375, -409.08673095703125]",-2078.993896484375,-409.08673095703125,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1021.4874094677396,3,2,29.02301447433805,S26
curated_v4,Curated v4,VAE000085,"[3165.729248046875, -2302.802734375]",3165.729248046875,-2302.802734375,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2070.1167509283755,2,2,18.808349707739016,S25
curated_v4,Curated v4,VAE000086,"[3351.515380859375, -3383.0595703125]",3351.515380859375,-3383.0595703125,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2299.339134884832,3,2,7.3426161136383215,S10
curated_v4,Curated v4,VAE000087,"[2858.40185546875, -3353.9501953125]",2858.40185546875,-3353.9501953125,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,1820.8842156545504,3,3,8.117553584105396,S31
curated_v4,Curated v4,VAE000088,"[158.47702026367188, -1869.4378662109375]",158.47702026367188,-1869.4378662109375,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,502.75219872275136,4,1,2.4645209877350074,S09
curated_v4,Curated v4,VAE000089,"[-2259.765869140625, -736.5751342773438]",-2259.765869140625,-736.5751342773438,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1284.6877389324975,3,2,18.625304004397805,S27
curated_v4,Curated v4,VAE000090,"[874.7827758789062, 3212.76025390625]",874.7827758789062,3212.76025390625,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,506.16333492994045,3,3,12.723700761942483,S15
curated_v4,Curated v4,VAE000091,"[-2115.188232421875, -3658.568359375]",-2115.188232421875,-3658.568359375,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1073.9167887536482,2,2,8.001334033685696,S31
curated_v4,Curated v4,VAE000092,"[-4082.690185546875, -860.8680419921875]",-4082.690185546875,-860.8680419921875,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,2983.726783727209,3,2,35.45854295001738,S04
curated_v4,Curated v4,VAE000093,"[1027.2574462890625, -3695.615234375]",1027.2574462890625,-3695.615234375,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,434.8703329403086,4,2,4.751783244814852,S12
curated_v4,Curated v4,VAE000094,"[320.90771484375, 4613.8681640625]",320.90771484375,4613.8681640625,port_vae,port,False,credible_hit_threat,credible_hit_threat,507.53300050379994,4,1,13.99723796381673,S27
curated_v4,Curated v4,VAE000096,"[2160.649169921875, 1574.3333740234375]",2160.649169921875,1574.3333740234375,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,1037.6466903458077,4,2,8.103302004472726,S02
curated_v4,Curated v4,VAE000097,"[3196.61376953125, 112.74330139160156]",3196.61376953125,112.74330139160156,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2056.7062421301266,3,2,11.880938416909302,S33
curated_v4,Curated v4,VAE000098,"[148.69296264648438, -5337.61865234375]",148.69296264648438,-5337.61865234375,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,1225.4266975786038,4,3,17.17288640394225,S31
curated_v4,Curated v4,VAE000099,"[-906.5765991210938, 445.5273742675781]",-906.5765991210938,445.5273742675781,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,497.22927100205874,2,1,9.339513301166368,S12
curated_v4,Curated v4,VAE000100,"[-1414.43115234375, -352.3531188964844]",-1414.43115234375,-352.3531188964844,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,444.778136668987,3,1,4.951784016999526,S30
curated_v4,Curated v4,VAE000101,"[-11.922637939453125, 5151.38427734375]",-11.922637939453125,5151.38427734375,port_vae,port,False,credible_hit_threat,credible_hit_threat,1058.9882167738144,4,1,5.408430466662101,S20
curated_v4,Curated v4,VAE000102,"[-700.8124389648438, 4965.6728515625]",-700.8124389648438,4965.6728515625,port_vae,port,False,credible_hit_threat,credible_hit_threat,851.0052778037128,3,2,4.457462718535258,S32
curated_v4,Curated v4,VAE000103,"[-2098.974853515625, -3676.16015625]",-2098.974853515625,-3676.16015625,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1051.804560305404,3,2,20.24547766072782,S09
curated_v4,Curated v4,VAE000104,"[-242.48065185546875, -1034.0223388671875]",-242.48065185546875,-1034.0223388671875,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,337.8629156800619,3,2,3.8327847412117615,S18
curated_v4,Curated v4,VAE000105,"[-2589.177490234375, 926.085205078125]",-2589.177490234375,926.085205078125,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1513.2457717617704,4,3,9.690827835357021,S05
curated_v4,Curated v4,VAE000106,"[207.8834991455078, 6069.7578125]",207.8834991455078,6069.7578125,port_vae,port,False,credible_hit_threat,credible_hit_threat,1955.0675748071835,4,2,19.751077194145672,S40
curated_v4,Curated v4,VAE000107,"[-1021.3839721679688, 659.78125]",-1021.3839721679688,659.78125,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,670.8962334647616,2,1,21.556505521138686,S34
curated_v4,Curated v4,VAE000108,"[-1050.603759765625, 676.7487182617188]",-1050.603759765625,676.7487182617188,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,683.0270074296678,2,1,33.3198522213541,S34
curated_v4,Curated v4,VAE000109,"[-1002.5679321289062, -535.5520629882812]",-1002.5679321289062,-535.5520629882812,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,553.6579971946178,4,1,5.620785685552838,S36
curated_v4,Curated v4,VAE000110,"[124.86712646484375, -6281.2890625]",124.86712646484375,-6281.2890625,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,2168.971038761005,2,2,6.843731017792998,S16
curated_v4,Curated v4,VAE000111,"[764.6480712890625, 3554.539306640625]",764.6480712890625,3554.539306640625,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,565.7818156052135,3,2,12.274981002719503,S09
curated_v4,Curated v4,VAE000112,"[-165.073486328125, 5986.130859375]",-165.073486328125,5986.130859375,port_vae,port,False,credible_hit_threat,credible_hit_threat,1872.4088237317408,2,2,48.154216988578916,S26
curated_v4,Curated v4,VAE000114,"[-2385.311279296875, 759.947509765625]",-2385.311279296875,759.947509765625,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1384.722384984857,4,3,7.952474862611116,S19
curated_v4,Curated v4,VAE000115,"[86.09854125976562, -5658.85498046875]",86.09854125976562,-5658.85498046875,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,1550.6167961341864,3,2,29.27167055802475,S18
curated_v4,Curated v4,VAE000116,"[3422.5107421875, 578.9541015625]",3422.5107421875,578.9541015625,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2351.8837291550467,3,1,8.428087006049934,S39
curated_v4,Curated v4,VAE000117,"[1080.7470703125, -5684.775390625]",1080.7470703125,-5684.775390625,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,1571.2091377098086,3,3,20.586009268951855,S05
curated_v4,Curated v4,VAE000118,"[-1634.834716796875, 990.7710571289062]",-1634.834716796875,990.7710571289062,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,622.0386421879085,2,2,15.10354458756272,S24
curated_v4,Curated v4,VAE000119,"[263.0126953125, -5689.20068359375]",263.0126953125,-5689.20068359375,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,1574.7767289679957,3,1,4.8386198646428,S22
curated_v4,Curated v4,VAE000120,"[2413.760986328125, 771.7467041015625]",2413.760986328125,771.7467041015625,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,1405.2250570545089,2,2,25.48460484145827,S14
curated_v4,Curated v4,VAE000122,"[3779.8662109375, -1356.673583984375]",3779.8662109375,-1356.673583984375,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2636.9084573187138,1,1,54.50650769043414,S38
curated_v4,Curated v4,VAE000123,"[-2974.167236328125, 960.222900390625]",-2974.167236328125,960.222900390625,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1876.8070133832634,3,3,2.3055402350908545,S17
curated_v4,Curated v4,VAE000125,"[-614.2130126953125, -1130.4525146484375]",-614.2130126953125,-1130.4525146484375,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,251.54881522826437,4,2,53.09071141645793,S08
curated_v4,Curated v4,VAE000126,"[477.84326171875, -6351.2265625]",477.84326171875,-6351.2265625,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,2246.0743029677683,3,3,10.97374258739312,S24
curated_v4,Curated v4,VAE000127,"[3244.4912109375, -566.4065551757812]",3244.4912109375,-566.4065551757812,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2176.4837916680326,4,2,12.038499865432359,S32
curated_v4,Curated v4,VAE000129,"[-2656.147705078125, 215.25778198242188]",-2656.147705078125,215.25778198242188,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1528.382115207839,4,3,21.632544047242618,S40
curated_v4,Curated v4,VAE000130,"[-163.11822509765625, 1821.0899658203125]",-163.11822509765625,1821.0899658203125,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,454.23462243372313,2,1,20.67619025733811,S21
curated_v4,Curated v4,VAE000131,"[-588.1512451171875, -6300.52685546875]",-588.1512451171875,-6300.52685546875,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,2187.907028657177,3,3,22.11635318615241,S15
curated_v4,Curated v4,VAE000132,"[-2955.515380859375, 905.75439453125]",-2955.515380859375,905.75439453125,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,1871.4230237940196,4,3,31.372690008219486,S11
curated_v4,Curated v4,VAE000133,"[-118.0526123046875, -6141.0556640625]",-118.0526123046875,-6141.0556640625,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,2029.269016437107,2,2,2.5583983478570684,S16
curated_v4,Curated v4,VAE000134,"[131.39865112304688, 4634.974609375]",131.39865112304688,4634.974609375,port_vae,port,False,credible_hit_threat,credible_hit_threat,529.1783503337356,3,2,7.507974250208571,S05
curated_v4,Curated v4,VAE000135,"[73.30349731445312, -6399.63427734375]",73.30349731445312,-6399.63427734375,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,2290.105822592332,3,2,34.283970335007595,S22
curated_v4,Curated v4,VAE000136,"[513.5629272460938, -5301.7841796875]",513.5629272460938,-5301.7841796875,starboard_vae,starboard,False,credible_hit_threat,credible_hit_threat,1199.415295908487,3,3,1.9409070880576913,S18
curated_v4,Curated v4,VAE000138,"[-858.4122924804688, 1856.25634765625]",-858.4122924804688,1856.25634765625,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,514.4771898139497,4,3,1.8271493098284037,S23
curated_v4,Curated v4,VAE000139,"[2870.339111328125, -1755.3350830078125]",2870.339111328125,-1755.3350830078125,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,1769.4499200188882,4,3,5.9013578130371585,S26
curated_v4,Curated v4,VAE000140,"[-279.48065185546875, 5252.66943359375]",-279.48065185546875,5252.66943359375,port_vae,port,False,credible_hit_threat,credible_hit_threat,1139.0064480239787,4,1,2.51678759345297,S21
curated_v4,Curated v4,VAE000142,"[3203.781005859375, -372.09918212890625]",3203.781005859375,-372.09918212890625,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2094.1050965631543,3,2,23.573164620970626,S02
curated_v4,Curated v4,VAE000143,"[-4068.881591796875, 464.99609375]",-4068.881591796875,464.99609375,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,2962.6009613882484,1,1,19.119748422729014,S32
curated_v4,Curated v4,VAE000144,"[3154.652587890625, 956.9660034179688]",3154.652587890625,956.9660034179688,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2053.9395038531775,2,1,2.484956374058082,S24
curated_v4,Curated v4,VAE000145,"[2985.951904296875, -524.2118530273438]",2985.951904296875,-524.2118530273438,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,1916.0557894815693,4,3,17.44767769012789,S33
curated_v4,Curated v4,VAE000146,"[-395.279052734375, -1163.8316650390625]",-395.279052734375,-1163.8316650390625,inside_convoy_envelope,inside,True,credible_hit_threat,credible_hit_threat,266.36363797047983,4,1,2.8734840662431527,S02
curated_v4,Curated v4,VAE000147,"[-1922.072021484375, -3491.422119140625]",-1922.072021484375,-3491.422119140625,astern_vae,astern,False,credible_hit_threat,credible_hit_threat,997.7741212340972,3,2,27.68599596026686,S31
curated_v4,Curated v4,VAE000148,"[3532.3603515625, 505.0868835449219]",3532.3603515625,505.0868835449219,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,2442.162085027936,3,3,30.288984804021847,S05
curated_v4,Curated v4,VAE000150,"[1562.763916015625, 3724.488037109375]",1562.763916015625,3724.488037109375,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,573.1886020886186,2,2,20.9337098055641,S24
curated_v4,Curated v4,VAE000152,"[1838.592041015625, 1061.7232666015625]",1838.592041015625,1061.7232666015625,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,761.4931893496941,2,2,23.271667474607575,S34
curated_v4,Curated v4,VAE000153,"[2068.36181640625, -3872.720458984375]",2068.36181640625,-3872.720458984375,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,956.5024806245981,3,3,11.851284637776704,S24
curated_v4,Curated v4,VAE000155,"[2594.327880859375, 1936.16015625]",2594.327880859375,1936.16015625,ahead_vae,ahead,False,credible_hit_threat,credible_hit_threat,1557.267089418122,2,2,53.00015691009556,S32
