profile_id,event_index,torpedo_id,ship_id,hit_time_s,hit_x,hit_y
P31,2,F02,S03,31.79999999999992,-958.6183590011437,-1431.6820452922957
P31,3,F03,S03,32.799999999999926,-975.3567388872405,-1434.8967208010972
P31,4,F04,S03,34.199999999999946,-988.4581504395542,-1433.5178394296877
P32,1,F01,S31,80.6000000000006,1131.3429466922976,-1424.5259750767927
P32,2,F02,S31,82.60000000000063,1104.5352050501883,-1435.3366283850432
P33,1,F01,S11,128.60000000000124,-62.526064017132285,67.83738998542617
P33,2,F02,S11,132.20000000000104,-9.34537095770861,71.01277638894726
P33,3,F03,S17,244.79999999999464,1020.6580002755145,-1294.0877464740595
P34,1,F03,S39,55.200000000000244,1457.4913215031825,64.87487358582636
P34,2,F04,S39,56.20000000000026,1483.8708338754627,41.849494188353205
P34,3,F02,S11,143.6000000000004,52.246718789458555,74.742152960862
P35,1,F01,S39,2.6,1230.1772106173223,-4.546911718923965
P35,2,F02,S39,4.000000000000001,1235.4284548897763,-5.141464052347964
P35,3,F03,S39,5.200000000000002,1243.7751466688949,-5.248897926964043
P35,4,F04,S39,6.600000000000003,1249.0348969383585,-5.204943187885453
P36,1,F01,S32,16.399999999999974,833.1916908655487,-2.1401493778668303
P36,2,F02,S32,17.79999999999997,838.5961234524785,-8.829132537084366
P36,3,F03,S32,19.199999999999964,844.1833604203653,-14.978342357606797
P36,4,F04,S32,20.59999999999996,849.9297954325666,-20.58296617659486
P37,1,F01,S03,41.00000000000004,-937.0896666133467,-1438.7002600753772
P37,2,F02,S03,43.00000000000007,-960.4973847967494,-1434.2477720749575
P37,3,F03,S03,46.40000000000012,-970.5925479637153,-1413.7065313564797
P37,4,F04,S03,52.80000000000021,-955.093969020603,-1355.4293327363525
P38,1,F04,S04,210.59999999999658,-104.13631723146841,-63.99545863145613
P38,2,F03,S12,320.19999999999885,936.261035133407,1310.5502348995878
P38,3,F01,S27,444.79999999999177,2369.149531530305,2718.017694720005
P39,1,F01,S39,42.00000000000006,1425.0183067980115,-10.533677546277488
P39,2,F02,S39,44.40000000000009,1429.253998042047,-32.01225072569903
P39,3,F03,S39,47.20000000000013,1428.0483621637654,-53.24926428554818
P40,1,F01,S39,89.40000000000073,1661.9183358609673,26.766812622488352
P40,2,F02,S39,91.00000000000075,1667.420934249004,-4.699053727569122
P40,3,F03,S39,93.20000000000078,1664.4087157623494,-36.55097042544635
P41,1,F04,S19,186.59999999999795,667.2722243358206,1306.9227950379177
P41,2,F03,S27,292.79999999999194,1659.813516821746,2668.3464291800806
P42,1,F01,S17,175.39999999999858,676.5925518623383,-1294.3646790863038
P42,2,F02,S23,285.39999999999236,1606.7115084995366,-2685.404901348916
P42,3,F03,S29,397.59999999999445,2636.328494130148,-4051.7739110155635
P43,1,F01,S39,100.60000000000089,1718.5284175947947,-8.71929586264801
P43,2,F02,S39,103.00000000000092,1703.7466041817868,-51.880209343019345
P43,3,F03,S32,128.60000000000124,1333.293618997486,-67.12380109165775
P43,4,F04,S04,217.79999999999617,-17.5527237807637,-54.20966689494671
P44,1,F01,S03,26.399999999999938,-1001.0470532423943,-1435.9099233030274
P44,2,F02,S03,27.599999999999934,-1015.6535661726234,-1436.1823550057811
P44,3,F03,S03,29.399999999999928,-1024.2953239500898,-1429.7777818458883
P44,4,F04,S03,31.39999999999992,-1031.187166311818,-1421.219062105457
P45,1,F01,S05,17.19999999999997,-1005.02517316493,1442.1805987121888
P45,2,F02,S05,18.999999999999964,-998.7148921678411,1445.495046715797
P45,3,F03,S05,20.799999999999958,-992.6666136938126,1448.8751027257827
P45,4,F04,S05,22.59999999999995,-986.8806020982781,1452.3110044299249
P46,1,F02,S33,84.80000000000067,1123.2000639943244,1463.4716017311284
P46,2,F01,S33,85.60000000000068,1055.9880270326796,1444.437209367262
P46,3,F03,S33,86.8000000000007,1164.9597059992925,1449.389645586356
P46,4,F04,S33,89.60000000000073,1200.4177780013142,1426.441389040454
P47,1,F01,S39,95.80000000000082,1694.7734897805096,23.5335023511049
P47,2,F02,S39,97.40000000000084,1699.587861430449,-10.208777446629071
P47,3,F03,S39,99.80000000000088,1692.8929196503186,-44.98428469563896
P48,1,F01,S33,33.79999999999994,889.9184692178918,1456.1862990468417
P48,2,F02,S33,35.99999999999997,908.2004108200913,1452.488675764395
P48,3,F03,S33,38.400000000000006,924.4489347750192,1447.148571949575
P48,4,F04,S33,40.80000000000004,940.4561492327298,1442.6362600664843
P49,1,F01,S18,68.60000000000043,132.36740007129833,-63.52325134745104
P50,1,F01,S33,33.79999999999994,857.7843803396718,1465.3424604091401
P50,2,F02,S33,35.99999999999997,876.0728543061801,1462.283892081004
P50,3,F03,S33,38.2,893.9306864259502,1460.1718657785743
P50,4,F04,S33,40.400000000000034,911.3176970109937,1458.977683757425
P51,1,F03,S04,206.39999999999682,-87.78686118809992,-60.459930439074924
P51,2,F02,S04,206.9999999999968,-36.9356710325585,23.020523818795482
P52,1,F01,S31,95.60000000000082,1120.7204639055021,-1425.41850686916
P52,2,F02,S11,200.79999999999714,297.1547703485726,-57.53638856770431
P53,1,F02,S31,44.600000000000094,981.6534381196868,-1354.6169244854823
P53,2,F03,S31,44.8000000000001,980.6963982473894,-1385.8925916455746
P53,3,F04,S31,45.60000000000011,975.9309669160117,-1409.1833672764133
P54,1,F02,S04,185.39999999999802,-279.10389607106254,46.82484734617492
P54,2,F03,S04,190.19999999999774,-180.9200668767644,77.40652818785975
P55,1,F01,S04,201.3999999999971,-166.12607816518448,78.64906548758199
P55,2,F04,S17,351.59999999999707,1580.6476078100766,-1309.0984283851521
P55,3,F03,S23,455.79999999999114,2533.464584461376,-2673.1571323926037
P56,1,F01,S18,68.80000000000044,84.21412304910461,-58.41214978544531
P56,2,F02,S18,71.20000000000047,67.35846191451617,-31.229059142795677
P56,3,F03,S26,183.39999999999813,1082.0458998370334,1339.2899561776317
P57,1,F04,S19,185.99999999999798,709.3406775386312,1298.1431462475475
P57,2,F03,S27,291.799999999992,1688.8693815901584,2662.454424005183
P57,3,F01,S34,307.1999999999996,2132.8703588753388,2748.59691131581
P58,1,F03,S04,196.1999999999974,-239.6748666249805,-2.6148923682552265
P58,2,F02,S25,327.39999999999844,1829.1707576861872,-50.80275652580198
P59,1,F01,S23,284.19999999999243,1605.5379119621125,-2681.1008382439177
P59,2,F02,S23,291.999999999992,1741.5580792191106,-2703.5380664223712
P60,1,F01,S05,22.399999999999952,-956.9669120023499,1419.4320835222697
P60,2,F02,S05,24.999999999999943,-948.0596591571874,1426.121709574701
P60,3,F03,S05,27.599999999999934,-939.711688858357,1432.9280319332015
P60,4,F04,S05,30.199999999999925,-931.9228302089592,1439.8250313709186
