source_id,source_label,profile_id,u_pos,u_pos_x,u_pos_y,raw_spawn_region,spawn_region,approach_side,inside_convoy_envelope,suggested_label,actual_outcome_label,clearance_m,n_hits,unique_ships_hit,closest_any_ship_distance_m,source_mode
p01_p60,P01-P60 fixed library,P12,"[2400.0, -2500.0]",2400.0,-2500.0,ahead,ahead,ahead,False,p01_p60_fixed_library,,1280.3106029397711,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P13,"[3200.0, -1400.0]",3200.0,-1400.0,ahead,ahead,ahead,False,p01_p60_fixed_library,,2057.196043161662,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P14,"[-300.0, 700.0]",-300.0,700.0,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,675.3847199929829,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P15,"[100.0, -900.0]",100.0,-900.0,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,488.81951679530954,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P16,"[400.0, 900.0]",400.0,900.0,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,501.7813468035653,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P17,"[-500.0, -1900.0]",-500.0,-1900.0,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,560.1144525898256,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P18,"[250.0, -2500.0]",250.0,-2500.0,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,244.13971409830052,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P19,"[-150.0, 1900.0]",-150.0,1900.0,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,534.2139271864785,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P20,"[350.0, -2100.0]",350.0,-2100.0,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,654.5564910685706,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P21,"[0.0, 1100.0]",0.0,1100.0,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,354.99932394301817,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P22,"[-2800.0, 200.0]",-2800.0,200.0,astern,astern,astern,False,p01_p60_fixed_library,,1669.0263628834628,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P23,"[-3200.0, 900.0]",-3200.0,900.0,astern,astern,astern,False,p01_p60_fixed_library,,2110.368583920828,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P24,"[-3000.0, -900.0]",-3000.0,-900.0,astern,astern,astern,False,p01_p60_fixed_library,,1915.9476923966374,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P25,"[3600.0, -1100.0]",3600.0,-1100.0,ahead,ahead,ahead,False,p01_p60_fixed_library,,2471.965930185932,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P26,"[350.0, -2100.0]",350.0,-2100.0,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,654.5564910685706,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P27,"[0.0, 1100.0]",0.0,1100.0,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,354.99932394301817,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P28,"[-2800.0, 200.0]",-2800.0,200.0,astern,astern,astern,False,p01_p60_fixed_library,,1669.0263628834628,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P29,"[-3200.0, 900.0]",-3200.0,900.0,astern,astern,astern,False,p01_p60_fixed_library,,2110.368583920828,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P30,"[-3000.0, -900.0]",-3000.0,-900.0,astern,astern,astern,False,p01_p60_fixed_library,,1915.9476923966374,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P31,"[-1222.158836, -1838.865415]",-1222.158836,-1838.865415,astern,astern,astern,False,p01_p60_fixed_library,,473.92308381423794,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P32,"[1753.539823, -2532.452726]",1753.539823,-2532.452726,ahead,ahead,ahead,False,p01_p60_fixed_library,,645.8895330993547,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P33,"[-1153.671935, 1757.050014]",-1153.671935,1757.050014,astern,astern,astern,False,p01_p60_fixed_library,,385.59772236003215,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P34,"[2242.708366, 100.027756]",2242.708366,100.027756,ahead,ahead,ahead,False,p01_p60_fixed_library,,1104.2481796320903,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P35,"[1166.92308, 1847.223751]",1166.92308,1847.223751,ahead,ahead,ahead,False,p01_p60_fixed_library,,476.22501642815496,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P36,"[-1913.157786, -2559.019475]",-1913.157786,-2559.019475,astern,astern,astern,False,p01_p60_fixed_library,,791.8746625102342,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P37,"[2268.570838, -127.688151]",2268.570838,-127.688151,ahead,ahead,ahead,False,p01_p60_fixed_library,,1132.7903492093412,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P38,"[1738.234945, 2820.085231]",1738.234945,2820.085231,ahead,ahead,ahead,False,p01_p60_fixed_library,,600.1799550927008,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P39,"[-649.82456, 825.187592]",-649.82456,825.187592,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,547.5954272084017,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P40,"[1202.502175, 1881.531416]",1202.502175,1881.531416,ahead,ahead,ahead,False,p01_p60_fixed_library,,513.3912327392198,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P41,"[1819.300812, 2741.808155]",1819.300812,2741.808155,ahead,ahead,ahead,False,p01_p60_fixed_library,,676.3022442254376,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P42,"[3223.916071, 17.165945]",3223.916071,17.165945,ahead,ahead,ahead,False,p01_p60_fixed_library,,2080.986872667346,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P43,"[-1752.463984, 2647.560604]",-1752.463984,2647.560604,astern,astern,astern,False,p01_p60_fixed_library,,616.922395330561,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P44,"[1415.94167, 1870.829978]",1415.94167,1870.829978,ahead,ahead,ahead,False,p01_p60_fixed_library,,568.9707603702227,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P45,"[2196.360531, 19.187935]",2196.360531,19.187935,ahead,ahead,ahead,False,p01_p60_fixed_library,,1053.5352794843493,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P46,"[1460.915336, -1866.156419]",1460.915336,-1866.156419,ahead,ahead,ahead,False,p01_p60_fixed_library,,587.9253459735313,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P47,"[2235.120462, 139.120366]",2235.120462,139.120366,ahead,ahead,ahead,False,p01_p60_fixed_library,,1100.945766037123,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P48,"[-1873.193287, -2600.049503]",-1873.193287,-2600.049503,astern,astern,astern,False,p01_p60_fixed_library,,744.0929385306725,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P49,"[-737.751541, -1024.847237]",-737.751541,-1024.847237,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,350.62293316383176,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P50,"[1310.217423, 1908.99234]",1310.217423,1908.99234,ahead,ahead,ahead,False,p01_p60_fixed_library,,562.8074214555426,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P51,"[1806.676263, 2690.422441]",1806.676263,2690.422441,ahead,ahead,ahead,False,p01_p60_fixed_library,,665.7714719058213,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P52,"[1273.039685, 1610.767436]",1273.039685,1610.767436,ahead,ahead,ahead,False,p01_p60_fixed_library,,272.23405760064884,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P53,"[668.785384, 837.36286]",668.785384,837.36286,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,534.5080157612297,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P54,"[3264.929731, 109.254723]",3264.929731,109.254723,ahead,ahead,ahead,False,p01_p60_fixed_library,,2124.740543642809,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P55,"[-1101.730211, 1744.742032]",-1101.730211,1744.742032,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,375.41732982002,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P56,"[1734.749403, 2647.452698]",1734.749403,2647.452698,ahead,ahead,ahead,False,p01_p60_fixed_library,,599.4454952630269,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P57,"[-2165.417578, -1.273951]",-2165.417578,-1.273951,astern,astern,astern,False,p01_p60_fixed_library,,1022.4183716828139,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P58,"[-1123.806943, 1738.036434]",-1123.806943,1738.036434,inside_convoy_envelope,inside_convoy_envelope,inside,True,p01_p60_fixed_library,,366.9387327601731,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P59,"[1932.470411, -2448.565048]",1932.470411,-2448.565048,ahead,ahead,ahead,False,p01_p60_fixed_library,,842.6584627146109,,,,p01_p60_fixed_library
p01_p60,P01-P60 fixed library,P60,"[3172.132149, -45.61758]",3172.132149,-45.61758,ahead,ahead,ahead,False,p01_p60_fixed_library,,2029.6448560549736,,,,p01_p60_fixed_library
curated_v4_direct,Direct curated v4 synthetic,T013794,"[4283.494757337542, 384.44380073879523]",4283.494757337542,384.44380073879523,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,3163.9381088749315,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T011601,"[1251.5307665170462, 5691.4775519807945]",1251.5307665170462,5691.4775519807945,beam_attack,beam_attack,port_forward_quarter,False,credible_hit_threat,credible_hit_threat,1580.4085010531078,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T019166,"[-1315.384549306124, 6380.062221052482]",-1315.384549306124,6380.062221052482,outside_perimeter,outside_perimeter,port_aft_quarter,False,credible_hit_threat,credible_hit_threat,2271.8119118815935,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T041401,"[-2284.7900830251524, 1794.9219692798322]",-2284.7900830251524,1794.9219692798322,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,1217.7381013048494,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T017493,"[590.9067654831125, 573.9136236644715]",590.9067654831125,573.9136236644715,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,581.7057446723056,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T020621,"[2981.7085447417203, 3725.041099456512]",2981.7085447417203,3725.041099456512,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1879.5640752735947,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T040479,"[2213.8595774736714, -5988.770692338306]",2213.8595774736714,-5988.770692338306,outside_perimeter,outside_perimeter,starboard_forward_quarter,False,credible_hit_threat,credible_hit_threat,2158.3573361262497,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T014164,"[-972.7742069754804, -1824.6065636372416]",-972.7742069754804,-1824.6065636372416,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,483.9336393652015,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T029019,"[-2149.599490074145, -1979.7833211266286]",-2149.599490074145,-1979.7833211266286,outside_perimeter,outside_perimeter,astern,False,credible_hit_threat,credible_hit_threat,1176.0652556359892,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T031047,"[-2378.979225130837, -3178.932259934843]",-2378.979225130837,-3178.932259934843,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,1310.5370072237374,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T014753,"[647.7872969741495, 7076.069010820842]",647.7872969741495,7076.069010820842,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,2961.512978198675,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T024222,"[349.32615321162365, -825.0702391104089]",349.32615321162365,-825.0702391104089,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,559.7049076141016,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T001515,"[2374.1567943559194, -1307.4826843578235]",2374.1567943559194,-1307.4826843578235,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1232.8252440852684,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T001393,"[1925.3308530241347, -3254.5307885975294]",1925.3308530241347,-3254.5307885975294,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,934.6126143816174,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T040169,"[1508.9680621696255, -4362.988281674632]",1508.9680621696255,-4362.988281674632,outside_perimeter,outside_perimeter,starboard_forward_quarter,False,credible_hit_threat,credible_hit_threat,442.1877945950089,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T020227,"[2313.7601838199216, -1241.8208762039214]",2313.7601838199216,-1241.8208762039214,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,1177.9312496879156,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T000573,"[675.4495656354999, -2203.3519967832817]",675.4495656354999,-2203.3519967832817,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,539.9472178543117,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T033104,"[2815.7775896513594, -2323.8136822691404]",2815.7775896513594,-2323.8136822691404,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1724.5491433820207,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T020418,"[-137.95258173562473, -5275.341923110544]",-137.95258173562473,-5275.341923110544,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,1164.0766769139896,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T006498,"[-1845.4118848867884, -6745.340667976046]",-1845.4118848867884,-6745.340667976046,outside_perimeter,outside_perimeter,starboard_aft_quarter,False,credible_hit_threat,credible_hit_threat,2722.7057611695896,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T039256,"[767.3220716058639, 5827.588799214824]",767.3220716058639,5827.588799214824,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,1714.7277681529135,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T028157,"[1611.9262709492, -2678.1038778700577]",1611.9262709492,-2678.1038778700577,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,473.4230166591807,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T002186,"[-1451.4279098406396, 6445.2253486901345]",-1451.4279098406396,6445.2253486901345,outside_perimeter,outside_perimeter,port_aft_quarter,False,credible_hit_threat,credible_hit_threat,2350.7467071945894,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T035413,"[3761.973175730556, 2022.604598193128]",3761.973175730556,2022.604598193128,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,2698.6714290674195,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T007318,"[-2613.3604508517437, -3221.2890971270544]",-2613.3604508517437,-3221.2890971270544,astern_infiltration,astern,astern,False,credible_hit_threat,credible_hit_threat,1546.133577741815,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T032332,"[-1071.549760671319, -3265.2136386889288]",-1071.549760671319,-3265.2136386889288,astern_infiltration,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,526.8807983570681,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T043068,"[-274.0678208571688, 2003.3574151619748]",-274.0678208571688,2003.3574151619748,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,633.3914700606881,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T030173,"[3274.6141514962674, 2926.898359433328]",3274.6141514962674,2926.898359433328,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,2139.514893175004,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T014115,"[-885.8886186702643, 3324.9128969160192]",-885.8886186702643,3324.9128969160192,astern_infiltration,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,615.1628644186853,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T020260,"[2942.730143806716, -1784.02044151362]",2942.730143806716,-1784.02044151362,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1846.3800288956857,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T039148,"[2415.724008166986, -1059.3848127108465]",2415.724008166986,-1059.3848127108465,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1310.459737702246,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T031005,"[-684.2876047386877, -6457.394401783292]",-684.2876047386877,-6457.394401783292,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,2342.594889989699,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T005142,"[-4527.124741677706, -2.7811544266728285]",-4527.124741677706,-2.7811544266728285,outside_perimeter,outside_perimeter,astern,False,credible_hit_threat,credible_hit_threat,3384.1258844870335,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T037255,"[-1804.027367356931, 6939.131127947635]",-1804.027367356931,6939.131127947635,outside_perimeter,outside_perimeter,port_aft_quarter,False,credible_hit_threat,credible_hit_threat,2900.655701852393,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T017183,"[-540.9026125133277, -3212.272736231141]",-540.9026125133277,-3212.272736231141,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,490.94244548198594,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T039264,"[4169.41863112548, -4367.468693239419]",4169.41863112548,-4367.468693239419,ahead_beam,ahead,starboard_forward_quarter,False,credible_hit_threat,credible_hit_threat,3036.9476780752643,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T044490,"[3388.6304798298793, -1027.1296136502756]",3388.6304798298793,-1027.1296136502756,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2271.8970264985387,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T017259,"[2847.8587764366994, 3185.7373627716047]",2847.8587764366994,3185.7373627716047,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1761.3582159918767,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T014240,"[3640.265230587422, -3052.8508792015955]",3640.265230587422,-3052.8508792015955,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2516.389735094938,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T005107,"[-774.0594533751288, 4974.031729273693]",-774.0594533751288,4974.031729273693,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,863.7527977961855,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T036723,"[1827.9301512068846, -6654.829718280059]",1827.9301512068846,-6654.829718280059,outside_perimeter,outside_perimeter,starboard_forward_quarter,False,credible_hit_threat,credible_hit_threat,2630.756598733179,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T032658,"[-2680.5441754695707, 2866.144901382435]",-2680.5441754695707,2866.144901382435,outside_perimeter,outside_perimeter,astern,False,credible_hit_threat,credible_hit_threat,1542.4517951288913,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T037604,"[1641.1686574532087, -5409.487722178584]",1641.1686574532087,-5409.487722178584,outside_perimeter,outside_perimeter,starboard_forward_quarter,False,credible_hit_threat,credible_hit_threat,1387.2232369841215,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T024391,"[3632.949937780448, -4770.0617240501415]",3632.949937780448,-4770.0617240501415,outside_perimeter,outside_perimeter,starboard_forward_quarter,False,credible_hit_threat,credible_hit_threat,2574.726901956404,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T009076,"[-974.5043580319009, 4660.296033188788]",-974.5043580319009,4660.296033188788,beam_attack,beam_attack,port,False,credible_hit_threat,credible_hit_threat,570.926180505804,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T002154,"[1409.163463804906, 6396.303343197943]",1409.163463804906,6396.303343197943,outside_perimeter,outside_perimeter,port_forward_quarter,False,credible_hit_threat,credible_hit_threat,2296.9763809164474,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T019626,"[2191.0935270902396, 2990.3467322303204]",2191.0935270902396,2990.3467322303204,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1076.8386828028536,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T007414,"[3967.1615709959488, -3333.520856427104]",3967.1615709959488,-3333.520856427104,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2885.1979641998805,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T019654,"[-3531.4374597834094, 2193.2600803108335]",-3531.4374597834094,2193.2600803108335,outside_perimeter,outside_perimeter,astern,False,credible_hit_threat,credible_hit_threat,2450.931948170808,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T043420,"[1298.331795972631, -6271.672561068279]",1298.331795972631,-6271.672561068279,outside_perimeter,outside_perimeter,starboard_forward_quarter,False,credible_hit_threat,credible_hit_threat,2162.4586034255826,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T015444,"[1860.9597770116961, -634.6562882783011]",1860.9597770116961,-634.6562882783011,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,958.2561482494513,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T023138,"[2396.1855530068406, -3946.5746275326132]",2396.1855530068406,-3946.5746275326132,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,1264.4262755126736,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T015349,"[1948.4745721104343, 5902.889974288843]",1948.4745721104343,5902.889974288843,outside_perimeter,outside_perimeter,port_forward_quarter,False,credible_hit_threat,credible_hit_threat,1961.1361611241496,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T033015,"[-1012.2978513464758, -3267.8938335214884]",-1012.2978513464758,-3267.8938335214884,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,540.7279080999274,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T019168,"[796.3750429106775, 6602.79658132184]",796.3750429106775,6602.79658132184,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,2490.452534938954,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T000017,"[324.4128212659151, 3641.722401280577]",324.4128212659151,3641.722401280577,inside_columns,inside_convoy_envelope,inside_columns,True,credible_hit_threat,credible_hit_threat,482.68261946031276,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T039805,"[1623.36956038042, -2.5342778793751886]",1623.36956038042,-2.5342778793751886,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,480.37624535820646,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T027184,"[3322.081239489617, -4018.1947612650047]",3322.081239489617,-4018.1947612650047,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,2181.2215890291045,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T021517,"[-373.3444512479228, -7114.705090616707]",-373.3444512479228,-7114.705090616707,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,3003.394997144914,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T022433,"[3535.7552660676233, -3447.677134687765]",3535.7552660676233,-3447.677134687765,ahead_beam,ahead,ahead,False,credible_hit_threat,credible_hit_threat,2484.015032304907,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T035121,"[4521.7363628167, -592.669411331298]",4521.7363628167,-592.669411331298,outside_perimeter,outside_perimeter,ahead,False,credible_hit_threat,credible_hit_threat,3430.323081073795,,,,random_tactical_v4
curated_v4_direct,Direct curated v4 synthetic,T007328,"[-366.628207183194, 7599.466550035517]",-366.628207183194,7599.466550035517,outside_perimeter,outside_perimeter,port,False,credible_hit_threat,credible_hit_threat,3487.399138457576,,,,random_tactical_v4
