profile_id,name,approach_family,range_band,n,speed_mps,base_bearing_rad,spread_doctrine,spread_deg,launch_delay_s,salvo_interval_s,u_boat_initial_speed_mps,u_pos_x,u_pos_y,range_to_centroid_m,bearing_error_deg,severity,flag_count,suggested_label,flags,source,generator_version,mode,seed,convoy_profile
D000041,dataset_000041_south_east_quarter_close_uniform_random,south_east_quarter,close,4,15.4333,2.2370930775288267,uniform_divergent,6.5,2.1,3.0,1.5,737.410580635001,-879.6118774037349,1147.8202905081318,1.7983340268545354,2.1580008322254423,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000042,dataset_000042_east_abeam_close_uniform_random,east_abeam,close,4,15.4333,3.1191187173123582,uniform_divergent,6.000000000000001,1.1,2.0,1.1,1423.4389323546136,21.258140711953832,1423.597661802439,2.1432735369401823,2.5719282443282188,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000043,dataset_000043_east_abeam_long_uniform_random,east_abeam,long,4,15.4333,3.1292132656854106,uniform_divergent,16.0,1.2,2.5,2.0,3034.7360019117377,-534.6026001408463,3081.4643501712935,9.281498456198003,11.137798147437604,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000044,dataset_000044_south_east_quarter_close_uniform_random,south_east_quarter,close,4,15.4333,2.1960566732407187,uniform_divergent,7.0,0.6,2.5,1.9,709.5522565915286,-858.9161151191278,1114.0921405545705,3.7353987961990347,4.482478555438841,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000045,dataset_000045_north_east_quarter_long_uniform_random,north_east_quarter,long,4,15.4333,-2.2178372421331556,uniform_divergent,5.5,1.2,1.5,1.3,1978.6027919372284,2739.459350783891,3379.2760382749275,1.2336260639690069,1.4803512767628082,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000046,dataset_000046_north_west_quarter_long_uniform_random,north_west_quarter,long,4,15.4333,-0.9132246942430228,uniform_divergent,4.0,0.9,3.0,1.9,-2215.2522485136033,2405.0760241138646,3269.821586312001,4.971276637872407,5.965531965446888,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000047,dataset_000047_north_east_quarter_medium_uniform_random,north_east_quarter,medium,4,15.4333,-2.0712365598223856,uniform_divergent,7.0,1.4,3.0,1.9,946.2769445029386,1717.6134022481456,1961.02928465647,0.17837448194619104,0.21404937833542925,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000048,dataset_000048_west_abeam_long_uniform_random,west_abeam,long,4,15.4333,-0.13937474827494442,uniform_divergent,7.0,1.6,3.0,1.5,-3061.99228452433,273.4351416968245,3074.1768861276164,2.882621839309508,3.4591462071714094,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000049,dataset_000049_west_abeam_medium_uniform_random,west_abeam,medium,4,15.4333,-0.07050274036576962,uniform_divergent,6.000000000000001,2.0,3.0,1.0,-2326.52388122782,315.2574556801251,2347.786326156038,3.6773973045519655,4.412876765462358,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000050,dataset_000050_west_abeam_long_uniform_random,west_abeam,long,4,15.4333,0.3149513513706198,uniform_divergent,16.0,2.5,3.0,1.2,-3399.6111131753737,-573.8768821624288,3447.7079917977353,8.463805689514652,10.156566827417583,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000051,dataset_000051_north_east_quarter_close_uniform_random,north_east_quarter,close,4,15.4333,-2.0405720310734186,uniform_divergent,7.0,2.5,2.0,2.0,542.5365622765369,1163.257677460169,1283.5553535305241,1.9120953375820608,2.294514405098473,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000052,dataset_000052_south_west_quarter_medium_uniform_random,south_west_quarter,medium,4,15.4333,0.9381427180067046,uniform_divergent,4.0,0.5,1.5,1.2,-1112.265746445318,-1797.4411407178854,2113.7477959919374,4.498948276938314,5.398737932325976,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000053,dataset_000053_west_abeam_long_uniform_random,west_abeam,long,4,15.4333,0.07058703836077923,uniform_divergent,16.0,1.4,3.0,1.4,-3200.1060816414283,294.13949834706045,3213.5956463510333,9.295956056039715,11.155147267247658,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000054,dataset_000054_south_east_quarter_long_uniform_random,south_east_quarter,long,4,15.4333,2.052087745384692,uniform_divergent,6.000000000000001,1.6,2.5,1.1,1711.280745129857,-2715.1575611231783,3209.448920044774,4.646009467038538,5.575211360446246,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000055,dataset_000055_east_abeam_long_uniform_random,east_abeam,long,4,15.4333,-3.028038889877526,uniform_divergent,6.000000000000001,1.4,3.0,1.4,2985.856508320878,155.5082179369801,2989.9033252143927,3.5247885893147086,4.22974630717765,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000056,dataset_000056_west_abeam_long_uniform_random,west_abeam,long,4,15.4333,0.014127042236845883,uniform_divergent,7.0,1.7,2.0,1.0,-3252.506437916568,-325.95890704229697,3268.7990665944776,4.91352612628069,5.896231351536827,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000057,dataset_000057_east_abeam_medium_uniform_random,east_abeam,medium,4,15.4333,-2.9868635266323316,uniform_divergent,4.5,2.4,2.0,2.0,1992.4855778499323,268.4618068477906,2010.4901192684233,1.1916699263051385,1.430003911566166,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000058,dataset_000058_north_east_quarter_long_uniform_random,north_east_quarter,long,4,15.4333,-2.1371641173615794,uniform_divergent,3.5,1.4,1.5,1.3,1679.0672719855081,2460.811653254031,2979.0704752730667,1.8561155119909536,2.227338614389144,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000059,dataset_000059_west_abeam_medium_uniform_random,west_abeam,medium,4,15.4333,-0.09099509588850421,uniform_divergent,6.5,2.5,2.0,1.0,-2178.8938870031147,49.569804815472445,2179.4576702402333,3.9103815920910328,4.692457910509239,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000060,dataset_000060_east_abeam_long_uniform_random,east_abeam,long,4,15.4333,3.1019344119909085,uniform_divergent,4.0,2.5,2.5,1.8,3243.582358200957,-166.4197013445655,3247.84883136948,0.6648708016210523,0.7978449619452627,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000061,dataset_000061_north_east_quarter_medium_uniform_random,north_east_quarter,medium,4,15.4333,-1.925281227584482,uniform_divergent,16.0,1.7,2.0,1.9,987.38394281443,1740.3348196171635,2000.9228708022893,9.258044706525196,11.109653647830234,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000062,dataset_000062_south_east_quarter_medium_uniform_random,south_east_quarter,medium,4,15.4333,2.1850178007573753,uniform_divergent,6.000000000000001,0.7,1.5,1.9,1205.2321493979928,-2053.9214292696556,2381.423475897475,4.7880730285984745,5.745687634318169,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000063,dataset_000063_north_west_quarter_medium_uniform_random,north_west_quarter,medium,4,15.4333,-1.0100755434821473,uniform_divergent,16.0,2.2,3.0,1.6,-1491.6649108333952,1647.08976590433,2222.1541132780108,10.038208743423766,12.045850492108519,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000064,dataset_000064_south_east_quarter_medium_uniform_random,south_east_quarter,medium,4,15.4333,2.0881431624879974,uniform_divergent,14.0,1.9,2.5,1.4,1322.8951527214595,-1668.5829288994457,2129.370934268754,8.766488992200669,10.519786790640802,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000065,dataset_000065_north_east_quarter_medium_uniform_random,north_east_quarter,medium,4,15.4333,-2.2050278462552035,uniform_divergent,4.0,0.7,2.5,1.2,1130.7818972711646,1749.486954050828,2083.116007713017,3.4621593554969845,4.154591226596382,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000066,dataset_000066_north_west_quarter_medium_uniform_random,north_west_quarter,medium,4,15.4333,-0.7796134288896068,uniform_divergent,4.0,1.3,1.5,1.0,-1446.6326310743518,1655.3828937512217,2198.4172702681512,4.181358112547943,5.017629735057532,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000067,dataset_000067_east_abeam_long_uniform_random,east_abeam,long,4,15.4333,-3.1202275568588558,uniform_divergent,8.0,0.5,1.5,1.5,3312.32636841924,-180.89983069732466,3317.262534028881,4.350183595268258,5.220220314321909,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000068,dataset_000068_north_west_quarter_close_uniform_random,north_west_quarter,close,4,15.4333,-0.7523176337109769,uniform_divergent,6.000000000000001,1.9,1.5,1.5,-809.8382396791321,830.2628978417421,1159.8165604866842,2.6088589183979924,3.1306307020775908,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000069,dataset_000069_west_abeam_close_uniform_random,west_abeam,close,4,15.4333,-0.14082716724510183,uniform_divergent,12.000000000000002,1.5,2.0,1.6,-1403.289399113353,-13.804692546780961,1403.3572984811196,8.632424558859654,10.358909470631584,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000070,dataset_000070_south_east_quarter_close_uniform_random,south_east_quarter,close,4,15.4333,2.165260439982353,uniform_divergent,6.000000000000001,2.3,3.0,1.3,647.1244336717604,-1070.9059758488313,1251.2432384487574,2.916658511282422,3.4999902135389065,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000071,dataset_000071_south_west_quarter_medium_uniform_random,south_west_quarter,medium,4,15.4333,1.0114354727967472,uniform_divergent,4.0,1.0,1.5,1.3,-1350.1925785935155,-1972.619650478432,2390.4493897053453,2.3413270997296887,2.8095925196756264,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000072,dataset_000072_south_east_quarter_close_uniform_random,south_east_quarter,close,4,15.4333,2.1734899697916794,uniform_divergent,4.0,1.6,2.5,1.4,548.4663571200982,-917.7221370787427,1069.1254677431295,3.6676247497429135,4.401149699691496,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000073,dataset_000073_south_east_quarter_medium_uniform_random,south_east_quarter,medium,4,15.4333,2.090835135465372,uniform_divergent,6.5,2.2,2.5,1.6,1231.2857084442826,-1952.368607289476,2308.20442650745,2.442064910613562,2.9304778927362745,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000074,dataset_000074_south_west_quarter_close_uniform_random,south_west_quarter,close,4,15.4333,0.9704928241744608,uniform_divergent,4.5,1.8,2.0,1.4,-540.312285842972,-838.4095575805542,997.4306755235062,1.5951373348483233,1.914164801817988,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000075,dataset_000075_north_west_quarter_long_uniform_random,north_west_quarter,long,4,15.4333,-1.0194011219481829,uniform_divergent,3.5,0.5,2.0,1.1,-1556.8062128823647,2766.954076264853,3174.8512476378824,2.2286586953202443,2.6743904343842932,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000076,dataset_000076_north_west_quarter_close_uniform_random,north_west_quarter,close,4,15.4333,-0.9367926884115112,uniform_divergent,6.000000000000001,0.8,1.5,1.7,-812.1638901922997,975.9227206063966,1269.6595374855738,3.44152938744108,4.129835264929296,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000077,dataset_000077_west_abeam_long_uniform_random,west_abeam,long,4,15.4333,0.08292727176751521,uniform_divergent,14.0,2.4,2.0,1.3,-3369.355385702194,246.80484874427134,3378.3825047682303,8.940809001480277,10.728970801776333,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000078,dataset_000078_south_west_quarter_close_uniform_random,south_west_quarter,close,4,15.4333,0.9738887450866025,uniform_divergent,6.5,0.7,1.5,2.0,-708.8062118162792,-953.6266944057946,1188.1961614955112,2.4221884418385877,2.906626130206305,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000079,dataset_000079_south_west_quarter_medium_uniform_random,south_west_quarter,medium,4,15.4333,0.9101147480136361,uniform_divergent,7.0,1.0,2.5,1.5,-1463.4142784463668,-1718.9788706186362,2257.536203030645,2.554404106301647,3.0652849275619762,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000080,dataset_000080_south_west_quarter_long_uniform_random,south_west_quarter,long,4,15.4333,0.9079262025271213,uniform_divergent,8.0,2.0,2.0,1.4,-1957.8361443742,-2237.5535357024764,2973.174766701865,3.2059282232428883,3.8471138678914656,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000081,dataset_000081_south_east_quarter_medium_uniform_random,south_east_quarter,medium,4,15.4333,2.505252067784504,uniform_divergent,16.0,1.1,2.5,1.1,1586.7821943786464,-1641.6025906934276,2283.1418699170854,9.513201936025721,11.415842323230866,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000082,dataset_000082_north_west_quarter_close_uniform_random,north_west_quarter,close,4,15.4333,-1.0466022131219614,uniform_divergent,7.0,0.7,1.5,1.5,-540.236397091094,1061.9193567580419,1191.4395011914703,3.0700402241972666,3.68404826903672,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000083,dataset_000083_south_east_quarter_close_uniform_random,south_east_quarter,close,4,15.4333,2.3233616040862892,uniform_divergent,3.5,2.2,2.5,1.0,797.9445005111394,-852.676358889635,1167.8066616119543,0.017951691648065697,0.021542029977678834,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000084,dataset_000084_south_east_quarter_close_uniform_random,south_east_quarter,close,4,15.4333,1.9910817301912496,uniform_divergent,5.0,1.3,1.5,1.8,473.35836112328093,-949.3514316232619,1060.818683268001,2.420831502568407,2.904997803082088,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000085,dataset_000085_east_abeam_medium_uniform_random,east_abeam,medium,4,15.4333,-2.849517569436635,uniform_divergent,14.0,1.1,1.5,1.6,2243.405647542668,311.1975079210466,2264.8869261759196,8.837194159791203,10.604632991749442,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000086,dataset_000086_north_east_quarter_medium_uniform_random,north_east_quarter,medium,4,15.4333,-2.1178720231399457,uniform_divergent,4.5,1.9,2.5,1.5,1174.6874684887828,1854.7771041115782,2195.470053214372,1.002211457818408,1.2026537493820897,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000087,dataset_000087_south_east_quarter_medium_uniform_random,south_east_quarter,medium,4,15.4333,2.120876376027336,uniform_divergent,6.000000000000001,1.8,2.0,1.2,1184.0148979993683,-1809.783641314071,2162.685392527649,1.6766533103126438,2.0119839723751722,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000088,dataset_000088_north_west_quarter_medium_uniform_random,north_west_quarter,medium,4,15.4333,-1.0444685464342687,uniform_divergent,7.0,2.4,2.5,1.4,-906.848451318546,1892.3326828261959,2098.403463624437,4.551570005148653,5.4618840061783835,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000089,dataset_000089_west_abeam_close_uniform_random,west_abeam,close,4,15.4333,-0.10172860267329543,uniform_divergent,4.0,1.1,3.0,1.4,-1330.685749042488,169.2942149826238,1341.4116049637225,1.4217874425794312,1.7061449310953174,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000090,dataset_000090_south_east_quarter_long_uniform_random,south_east_quarter,long,4,15.4333,2.2116525649968666,uniform_divergent,6.000000000000001,1.7,1.5,1.4,1623.2788191699908,-2532.110043084158,3007.7591983158454,4.055338421283694,4.866406105540433,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000091,dataset_000091_west_abeam_long_uniform_random,west_abeam,long,4,15.4333,0.06325458084750286,uniform_divergent,16.0,1.6,2.0,2.0,-3040.832665152008,301.181154183967,3055.711600444494,9.280667968257482,11.136801561908978,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000092,dataset_000092_west_abeam_long_uniform_random,west_abeam,long,4,15.4333,0.055702857375028114,uniform_divergent,4.5,1.4,2.0,1.0,-3070.783780660616,-57.399531352812765,3071.3201939504497,2.1206824029118985,2.544818883494278,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000093,dataset_000093_north_east_quarter_long_uniform_random,north_east_quarter,long,4,15.4333,-2.149294093280217,uniform_divergent,4.0,2.0,1.5,1.8,1789.8208672655092,2794.09854951031,3318.199126224145,0.5029996885756568,0.6035996262907881,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000094,dataset_000094_north_east_quarter_close_uniform_random,north_east_quarter,close,4,15.4333,-2.2588906266010946,uniform_divergent,8.0,1.8,2.5,2.0,579.0723381026445,826.4278693730167,1009.1123802788703,4.406234108087817,5.287480929705381,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000095,dataset_000095_south_west_quarter_medium_uniform_random,south_west_quarter,medium,4,15.4333,1.1636779310444592,uniform_divergent,7.0,1.5,2.0,1.5,-979.8446255548916,-1935.6531719026286,2169.527296930258,3.522767376750655,4.227320852100786,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000096,dataset_000096_south_west_quarter_close_uniform_random,south_west_quarter,close,4,15.4333,0.912233180307986,uniform_divergent,5.5,2.4,2.5,1.4,-839.9165116627523,-947.3501328356426,1266.069516554062,3.8271682317882543,4.592601878145905,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000097,dataset_000097_east_abeam_long_uniform_random,east_abeam,long,4,15.4333,3.0410486377380197,uniform_divergent,16.0,0.9,2.0,1.0,3291.9222437321923,165.4656063973112,3296.0781128000017,8.638248564224972,10.365898277069965,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000098,dataset_000098_south_east_quarter_medium_uniform_random,south_east_quarter,medium,4,15.4333,2.1219375829726284,uniform_divergent,8.0,1.2,1.5,1.3,1025.1905416076029,-1816.6677966308114,2085.9763972579212,2.1409565495530143,2.5691478594636172,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000099,dataset_000099_east_abeam_long_uniform_random,east_abeam,long,4,15.4333,2.9892684601603405,uniform_divergent,6.5,1.4,1.5,1.8,2985.2404540466973,-220.74296798577913,2993.3907239770924,4.498505881770203,5.398207058124243,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000100,dataset_000100_north_east_quarter_long_uniform_random,north_east_quarter,long,4,15.4333,-2.476561128203136,uniform_divergent,16.0,1.5,1.5,1.9,2302.979311649559,2479.4144123479,3383.9635840304722,9.009334346792148,10.811201216150577,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000101,dataset_000101_west_abeam_long_uniform_random,west_abeam,long,4,15.4333,0.11013921644128273,uniform_divergent,3.5,2.5,3.0,1.4,-3367.07528290687,-310.5697388587759,3381.367995864571,1.0406187118794201,1.248742454255304,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000102,dataset_000102_south_east_quarter_long_uniform_random,south_east_quarter,long,4,15.4333,2.281357968857375,uniform_divergent,16.0,1.2,1.5,1.3,1645.4332188686317,-2745.068208801129,3200.445273509145,9.773106890606474,11.727728268727768,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000103,dataset_000103_west_abeam_medium_uniform_random,west_abeam,medium,4,15.4333,-0.07445443128183296,uniform_divergent,4.5,1.8,3.0,1.6,-1960.76051958223,-11.92975304110185,1960.796811033718,4.614522102299703,5.5374265227596435,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000104,dataset_000104_north_east_quarter_medium_uniform_random,north_east_quarter,medium,4,15.4333,-2.2724227726079937,uniform_divergent,6.000000000000001,2.5,3.0,1.3,1545.0261986852286,1896.6799920688782,2446.3239660638014,1.0341432050627593,1.240971846075311,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000105,dataset_000105_north_east_quarter_long_uniform_random,north_east_quarter,long,4,15.4333,-2.037366115111578,uniform_divergent,7.0,1.5,2.0,1.8,1775.3798477446428,2883.20144015656,3385.9746231031695,4.890904376493288,5.869085251791946,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000106,dataset_000106_north_west_quarter_medium_uniform_random,north_west_quarter,medium,4,15.4333,-1.2158062161301406,uniform_divergent,5.5,1.5,3.0,1.8,-872.5734599706445,1862.2536298990344,2056.5439516619313,4.766370554008969,5.719644664810763,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000107,dataset_000107_south_east_quarter_long_uniform_random,south_east_quarter,long,4,15.4333,2.450355271733754,uniform_divergent,16.0,1.1,1.5,2.0,2076.142363867177,-2371.549704692289,3151.9224477880284,9.19491225511842,11.033894706142103,0,credible_near_miss,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000108,dataset_000108_east_abeam_medium_uniform_random,east_abeam,medium,4,15.4333,2.9572222161605892,uniform_divergent,8.0,1.9,3.0,1.0,2200.4535875154506,-352.24115766857227,2228.468044187601,1.4690910212891357,1.7629092255469627,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000109,dataset_000109_north_east_quarter_medium_uniform_random,north_east_quarter,medium,4,15.4333,-1.9691846089930627,uniform_divergent,6.000000000000001,2.2,1.5,1.4,898.1777535466354,1885.8585276135423,2088.8239904642032,2.6410897698772744,3.169307723852729,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000110,dataset_000110_south_west_quarter_close_uniform_random,south_west_quarter,close,4,15.4333,0.8415186551662985,uniform_divergent,4.5,2.4,2.0,1.9,-817.8200029166245,-1069.9702755807225,1346.7241543080881,4.39244287279328,5.270931447351936,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000111,dataset_000111_west_abeam_long_uniform_random,west_abeam,long,4,15.4333,-0.003213967170600969,uniform_divergent,5.0,1.9,2.0,1.8,-3113.4766722988625,-85.65400620878009,3114.6546514387132,1.759997817251012,2.1119973807012142,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000112,dataset_000112_south_west_quarter_close_uniform_random,south_west_quarter,close,4,15.4333,1.0737494286683915,uniform_divergent,8.0,0.8,2.0,1.0,-559.1594122296365,-989.3564105782724,1136.4353723099769,0.9953544537850433,1.1944253445420518,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
D000113,dataset_000113_east_abeam_medium_uniform_random,east_abeam,medium,4,15.4333,-3.011699636043089,uniform_divergent,7.0,0.6,1.5,1.4,2245.6612150342817,183.80042081116164,2253.170407980632,2.763269047726621,3.315922857271945,0,credible_hit_threat,,generate_attack_profile_scaffold,v2,dataset,1945,convoy_layout_1
